분류군ID,학명,국명,분류계급,이명여부,명명자,명명년도,최초명명자,최초명명년도,설명,,
1013649,Philadelphus coronarius tenuifolius,얇은잎고광나무,Variety,Ready(Synonym),,,,,,,
1013650,Parnassia palustris ussuriensis,물매화,Forma,Ready(Synonym),,,,,,,
1013651,Parnassia palustris syukorankeiensis,물매화,Variety,Ready(Synonym),,,,,,,
1013652,Ribes maximowiczianum umbrosum,명자순,Variety,Ready(Synonym),,,,,,,
1013653,Ribes rubrum propinquum,눈까치밥나무,Variety,Ready(Synonym),,,,,,,
1013654,Pittosporum tobira lanntum,돈나무,Variety,Ready(Synonym),,,,,,,
1013655,Agrimonia pilosa bracteata,짚신나물,Forma,Ready(Synonym),,,,,,,
1013656,Agrimonia pilosa davurica,짚신나물,Forma,Ready(Synonym),,,,,,,
1013657,Amelanchier canadensis asiatica,채진목,Variety,Ready(Synonym),,,,,,,
1013658,Astilbe thunbergii aethusifolia,한라개승마|눈개승마,Variety,Ready(Synonym),,,,,,,
1013659,Aruncus sylvester tomentosa,눈개승마,Variety,Ready(Synonym),,,,,,,
1013660,Aruncus vulgaris tomentosus,눈개승마,Variety,Ready(Synonym),,,,,,,
1013661,Aruncus sylvester tenuifolius,눈개승마,Variety,Ready(Synonym),,,,,,,
1013662,Chaenomeles japonica pygmaea,풀명자,Variety,Ready(Synonym),,,,,,,
1013663,Chaenomeles japonica maulei,풀명자,Variety,Ready(Synonym),,,,,,,
1013664,Chamaerhodos erecta stricta,좀낭아초,Variety,Ready(Synonym),,,,,,,
1013665,Cotoneaster vulgaris haematocarpa,둥근잎개야광,Variety,Ready(Synonym),,,,,,,
1013666,Mespolus sanguinea,,Species,Ready(Synonym),,,,,,,
1013667,Dryas octopetala ajanensis,담자리꽃나무,Subspecies,Ready(Synonym),,,,,,,
1013668,Dryas octopetala nervosa,담자리꽃나무,Subspecies,Ready(Synonym),,,,,,,
1013669,Dryas octopetala tschonoskii,담자리꽃나무,Subspecies,Ready(Synonym),,,,,,,
1013670,Potentilla wallichiana minor,산뱀딸기,Variety,Ready(Synonym),,,,,,,
1013671,Potentilla wallichiana anemonefolia,산뱀딸기,Variety,Ready(Synonym),,,,,,,
1013672,Filipendula multijuga alba,붉은터리풀,Variety,Ready(Synonym),,,,,,,
1013673,Filipendula palmata nuda,단풍터리풀,Forma,Ready(Synonym),,,,,,,
1013674,Malus baccata sibirica,야광나무,Variety,Ready(Synonym),,,,,,,
1013675,Malus baccata var. mandshurica f. latifolia,털야광나무,Forma,Ready(Synonym),,,,,,,
1013676,Malus baccata toringo,아그배나무,Subspecies,Ready(Synonym),,,,,,,
1013677,Malus toringo koringo,아그배나무,Variety,Ready(Synonym),,,,,,,
1013678,Pyrus spectabilis albescens,윤노리나무,Variety,Ready(Synonym),,,,,,,
1013679,Pourthiaea villosa longipes,윤노리나무,Variety,Ready(Synonym),,,,,,,
1013680,Pourthiaea villosa coreana,윤노리나무,Variety,Ready(Synonym),,,,,,,
1013681,Pourthiaea laevis zollingeri,윤노리나무,Variety,Ready(Synonym),,,,,,,
1013682,Pourthiaea villosa yokohamensis,윤노리나무,Variety,Ready(Synonym),,,,,,,
1013683,Pourthiaea villosa brunnea,떡윤노리나무,Variety,Ready(Synonym),,,,,,,
1013684,Pourthiaea villosa laevis,민윤노리나무,Variety,Ready(Synonym),,,,,,,
1013685,Potentilla centigrana japonica,좀딸기,Variety,Ready(Synonym),,,,,,,
1013686,Potentilla chinensis isomera,딱지꽃,Variety,Ready(Synonym),,,,,,,
1013687,Potentilla chinensis latifida,딱지꽃,Variety,Ready(Synonym),,,,,,,
1013688,Potentilla chinensis littoralis,딱지꽃,Variety,Ready(Synonym),,,,,,,
1013689,Potentilla chinensis xerogens,딱지꽃,Variety,Ready(Synonym),,,,,,,
1013690,Potentilla chinensis trigonodonta,딱지꽃,Subspecies,Ready(Synonym),,,,,,,
1013691,Potentilla cryptotaeniae obtusata,물양지꽃,Variety,Ready(Synonym),,,,,,,
1013692,Potentilla reptans angustiloba,덩굴뱀딸기,Variety,Ready(Synonym),,,,,,,
1013693,Potentilla fragarioides sprengeliana,양지꽃,Variety,Ready(Synonym),,,,,,,
1013694,Potentilla fragarioides ternata,세잎양지꽃,Variety,Ready(Synonym),,,,,,,
1013695,Potentilla freyniana villosa,세잎양지꽃,Variety,Ready(Synonym),,,,,,,
1013696,Potentilla kleiniana robusta,가락지나물,Variety,Ready(Synonym),,,,,,,
1013697,Potentilla multifida minor,만주딱지꽃,Variety,Ready(Synonym),,,,,,,
1013698,Potentilla multifida hypoleuca,만주딱지꽃,Variety,Ready(Synonym),,,,,,,
1013699,Potentilla multifida sericea,만주딱지꽃,Variety,Ready(Synonym),,,,,,,
1013700,Potentilla nivea vulgaris,은양지꽃,Variety,Ready(Synonym),,,,,,,
1013701,Potentilla nivea macrantha,은양지꽃,Variety,Ready(Synonym),,,,,,,
1013702,Potentilla freyniana grandiflora,민눈양지꽃,Variety,Ready(Synonym),,,,,,,
1013703,Potentilla supina campestris,좀개소시랑개비,Variety,Ready(Synonym),,,,,,,
1013704,Prunus japonica glandulosa,산옥매,Variety,Ready(Synonym),,,,,,,
1013705,Prunus glandulosa siebodiana,산옥매,Forma,Ready(Synonym),,,,,,,
1013706,Prunus glandulosa glabra,산옥매,Variety,Ready(Synonym),,,,,,,
1013707,Cerasus japonica glandulosa,산옥매,Variety,Ready(Synonym),,,,,,,
1013708,Prunus nakaii ishidoyana,산이스라지,Variety,Ready(Synonym),,,,,,,
1013709,Prunus nakaii cordata,이스라지,Variety,Ready(Synonym),,,,,,,
1013710,Cerasus japonica nakaii,이스라지,Variety,Ready(Synonym),,,,,,,
1013711,Prunus armeniaca mandshurica,개살구나무,Variety,Ready(Synonym),,,,,,,
1013712,Armeniaca mume alphandii,매실나무,Variety,Ready(Synonym),,,,,,,
1013713,Prunus mume rosea,매실나무,Variety,Ready(Synonym),,,,,,,
1013714,Persica vulgaris haematocarpa,복사나무,Variety,Ready(Synonym),,,,,,,
1013715,Persica vulgaris leucocarpa,복사나무,Variety,Ready(Synonym),,,,,,,
1013716,Persica vulgaris xanthocarpa,복사나무,Variety,Ready(Synonym),,,,,,,
1013717,Amygdalus persica aganopersica,복사나무,Variety,Ready(Synonym),,,,,,,
1013718,Amygdalus persica nucipersica,복사나무,Variety,Ready(Synonym),,,,,,,
1013719,Persica vulgaris laevis,복사나무,Variety,Ready(Synonym),,,,,,,
1013720,Persica vulgaris compressa,복사나무,Variety,Ready(Synonym),,,,,,,
1013721,Persica vulgaris tomentosa,복사나무,Variety,Ready(Synonym),,,,,,,
1013722,Amygdalus persica sinensis,복사나무,Variety,Ready(Synonym),,,,,,,
1013723,Persica vulgaris isolata,복사나무,Variety,Ready(Synonym),,,,,,,
1013724,Prunus persica vulgaris,복사나무,Variety,Ready(Synonym),,,,,,,
1013725,Prunus persica platycarpa,복사나무,Variety,Ready(Synonym),,,,,,,
1013726,Amygdalus persica alboplena,복사나무,Variety,Ready(Synonym),,,,,,,
1013727,Prunus persica uninensis,복사나무,Variety,Ready(Synonym),,,,,,,
1013728,Prunus persica var. aganopersica f. uninensis,복사나무,Forma,Ready(Synonym),,,,,,,
1013729,Prunus pseudocerasus borealis,산벚나무,Variety,Ready(Synonym),,,,,,,
1013730,Prunus serrulata boreais,산벚나무,Variety,Ready(Synonym),,,,,,,
1013731,Prunus jamasakura densiflora,산벚나무,Forma,Ready(Synonym),,,,,,,
1013732,Prunus jamasakura elegnas,분홍벚나무,Variety,Ready(Synonym),,,,,,,
1013733,Prunus serrulata compta,분홍벚나무,Variety,Ready(Synonym),,,,,,,
1013734,Prunus serrulata intermedia,분홍벚나무,Variety,Ready(Synonym),,,,,,,
1013735,Prunus sargentii compta,분홍벚나무,Forma,Ready(Synonym),,,,,,,
1013736,Prunus verecunda tomentella,분홍벚나무,Forma,Ready(Synonym),,,,,,,
1013737,Prunus pseudocerasus jamasakura,벚나무|잔털벚나무,Variety,Ready(Synonym),,,,,,,
1013738,Prunus jamasakura pubescens,잔털벚나무,Variety,Ready(Synonym),,,,,,,
1013739,Prunus jamasakura elegans,잔털벚나무,Variety,Ready(Synonym),,,,,,,
1013740,Prunus pseudocerasus sieboldii,잔털벚나무,Variety,Ready(Synonym),,,,,,,
1013741,Prunus donarium elegans,,Subspecies,Ready(Synonym),,,,,,,
1013742,Prunus leveilleana tomentella,잔털벚나무,Variety,Ready(Synonym),,,,,,,
1013743,Prunus pseudocerasus spontanea,벚나무,Variety,Ready(Synonym),,,,,,,
1013744,Prunus serrulata ungerii,벚나무,Variety,Ready(Synonym),,,,,,,
1013745,Prunus mume crasseglandulosa,벚나무,Variety,Ready(Synonym),,,,,,,
1013746,Prunus donarium subsp. elegans var. glabra,벚나무,Variety,Ready(Synonym),,,,,,,
1013747,Prunus serrulata glabra,벚나무,Variety,Ready(Synonym),,,,,,,
1013748,Prunus donarium spontanea,벚나무,Variety,Ready(Synonym),,,,,,,
1013749,Prunus mutabilis glabra,벚나무,Forma,Ready(Synonym),,,,,,,
1013750,Prunus leveilleana spontanea,벚나무,Variety,Ready(Synonym),,,,,,,
1013751,Prunus leveilleana densiflora,벚나무,Variety,Ready(Synonym),,,,,,,
1013752,Prunus leveilleana koraiensis,벚나무,Variety,Ready(Synonym),,,,,,,
1013753,Prunus armeniaca sibirica,시베리아살구,Variety,Ready(Synonym),,,,,,,
1013754,Prunus subhirtella pendula,,Variety,Ready(Synonym),,,,,,,
1013755,Prunus spachiana koshiensis,올벚나무,Variety,Ready(Synonym),,,,,,,
1013756,Prunus jamasakura speciosa,왜벚나무,Variety,Ready(Synonym),,,,,,,
1013757,Prunus tomentosa brevifolia,앵도나무,Variety,Ready(Synonym),,,,,,,
1013758,Prunus tomentosa endotricha,앵도나무,Variety,Ready(Synonym),,,,,,,
1013759,Prunus tomentosa insularis,앵도나무,Variety,Ready(Synonym),,,,,,,
1013760,Prunus tomentosa kashkarovii,앵도나무,Variety,Ready(Synonym),,,,,,,
1013761,Prunus tomentosa souliei,앵도나무,Variety,Ready(Synonym),,,,,,,
1013762,Prunus tomentosa trichocarpa,앵도나무,Variety,Ready(Synonym),,,,,,,
1013763,Prunus ?,,Species,Ready(Synonym),,,,,,,
1013764,? yedoensis,왕벚나무,Species,Ready(Synonym),,,,,,,
1013765,Pyrus communis sinensis,돌배나무,Variety,Ready(Synonym),,,,,,,
1013766,Pyrus sinensis ussuriensis,산돌배,Variety,Ready(Synonym),,,,,,,
1013767,Rhaphiolepis umbellata mertensii,다정큼나무,Variety,Ready(Synonym),,,,,,,
1013768,Rhaphiolepis umbellata ovata,다정큼나무,Forma,Ready(Synonym),,,,,,,
1013769,Rhaphiolepis umbellata integerrima,다정큼나무,Forma,Ready(Synonym),,,,,,,
1013770,Rhaphiolepis indica integerrima,다정큼나무,Variety,Ready(Synonym),,,,,,,
1013771,Rosa acicularis carelica,인가목,Variety,Ready(Synonym),,,,,,,
1013772,Rosa acicularis taquetii,인가목,Variety,Ready(Synonym),,,,,,,
1013773,Rosa suavis gmelini,인가목,Variety,Ready(Synonym),,,,,,,
1013774,Rosa cinnamomea davurica,생열귀나무,Variety,Ready(Synonym),,,,,,,
1013775,Rosa davurica setaea,생열귀나무,Variety,Ready(Synonym),,,,,,,
1013776,Rosa wichurana ellipsoidea,돌가시나무,Forma,Ready(Synonym),,,,,,,
1013777,Rosa lucieae taquetiana,돌가시나무,Variety,Ready(Synonym),,,,,,,
1013778,Rosa wichurana ampullicarpa,돌가시나무,Variety,Ready(Synonym),,,,,,,
1013779,Rosa lucieae aculeatissima,용가시나무,Variety,Ready(Synonym),,,,,,,
1013780,Rosa maximowicziana leiocalyx,용가시나무,Forma,Ready(Synonym),,,,,,,
1013781,Rosa multiflora adenophora,찔레꽃,Variety,Ready(Synonym),,,,,,,
1013782,Rosa polyantha quelpaertensis,찔레꽃,Variety,Ready(Synonym),,,,,,,
1013783,Rosa kamtchatica,,Species,Ready(Synonym),,,,,,,
1013784,Rosa kamtchatica ferox,해당화,Variety,Ready(Synonym),,,,,,,
1013785,Rosa rugosa subinermis,해당화,Variety,Ready(Synonym),,,,,,,
1013786,Rosa rugosa lindlana,해당화,Variety,Ready(Synonym),,,,,,,
1013787,Rosa rugosa ventenatiana,해당화,Variety,Ready(Synonym),,,,,,,
1013788,Rosa rugosa amurensis,해당화,Variety,Ready(Synonym),,,,,,,
1013789,Rosa rugosa regeliana,해당화,Variety,Ready(Synonym),,,,,,,
1013790,Rosa rugosa coruscans,해당화,Variety,Ready(Synonym),,,,,,,
1013791,Rosa rugosa rubra,해당화,Variety,Ready(Synonym),,,,,,,
1013792,Rosa rugosa rubroplena,해당화,Variety,Ready(Synonym),,,,,,,
1013793,Rubus corchorifolius glaber,수리딸기,Variety,Ready(Synonym),,,,,,,
1013794,Rubus thunbergii talaikiensis,장딸기,Variety,Ready(Synonym),,,,,,,
1013795,Rubus idaeus inermis,멍덕딸기,Subspecies,Ready(Synonym),,,,,,,
1013796,Rubus triphyllus subconcolor,멍석딸기,Variety,Ready(Synonym),,,,,,,
1013797,Rubus parvifolius triphyllus,멍석딸기,Variety,Ready(Synonym),,,,,,,
1013798,Rubus triphyllus taquetii,사슨딸기,Variety,Ready(Synonym),,,,,,,
1013799,Rubus rosifolius sorbifolius,거지딸기,Variety,Ready(Synonym),,,,,,,
1013800,Sanguisorba officinalis carnea,오이풀,Variety,Ready(Synonym),,,,,,,
1013801,Sanguisorba stipulata latifolia,큰오이풀,Variety,Ready(Synonym),,,,,,,
1013802,Sanguisorba ?,,Species,Ready(Synonym),,,,,,,
1013803,Sanguisorba ? tenuifolia alba,가는오이풀,Variety,Ready(Synonym),,,,,,,
1013804,Sanguisorba ? tenuifolia purpurea,가는오이풀,Variety,Ready(Synonym),,,,,,,
1013805,Potentilla sieboldii,너도양지꽃,Species,Ready(Synonym),,,,,,,
1013806,Sorbaria sorbifolia glabra,쉬땅나무,Variety,Ready(Synonym),,,,,,,
1013807,Micromeles alnifolia macrophylla,팥배나무,Variety,Ready(Synonym),,,,,,,
1013808,Micromeles alnifolia lyciocarpa,팥배나무,Variety,Ready(Synonym),,,,,,,
1013809,Sorbus commixta sachalinensis,마가목,Variety,Ready(Synonym),,,,,,,
1013810,Sorbus pohuashanensis manshuriensis,당마가목,Variety,Ready(Synonym),,,,,,,
1013811,Spiraea chamaedryfolia pubescens,인가목조팝나무,Variety,Ready(Synonym),,,,,,,
1013812,Spiraea daysyantha,,Species,Ready(Synonym),,,,,,,
1013813,Spiraea hayatai,,Species,Ready(Synonym),,,,,,,
1013814,Spiraea nervosa kiusiana,당조팝나무,Variety,Ready(Synonym),,,,,,,
1013815,Spiraea nervosa angustifolia,당조팝나무,Variety,Ready(Synonym),,,,,,,
1013816,Spiraea japonica angulata,참조팝나무,Variety,Ready(Synonym),,,,,,,
1013817,Spiraea fritschiana latifolia,참조팝나무,Variety,Ready(Synonym),,,,,,,
1013818,Spiraea fritschiana parvifolia,참조팝나무,Variety,Ready(Synonym),,,,,,,
1013819,Spiraea fritschiana koreana,참조팝나무,Variety,Ready(Synonym),,,,,,,
1013820,Spiraea japonica glabra,일본조팝나무,Variety,Ready(Synonym),,,,,,,
1013821,Spiraea blumei pseudocrenata,긴잎산조팝나무,Variety,Ready(Synonym),,,,,,,
1013822,Hedysarum alpinum sibiricum,묏황기,Variety,Ready(Synonym),,,,,,,
1013823,Hedysarum vicioides pilosum,털나도황기,Forma,Ready(Synonym),,,,,,,
1013824,Desmodium racemosum,,Species,Ready(Synonym),,,,,,,
1013825,Desmodium podocarpum membranaceum,도둑놈의갈고리,Variety,Ready(Synonym),,,,,,,
1013826,Desmodium racemosum ramosum,도둑놈의갈고리,Variety,Ready(Synonym),,,,,,,
1013827,Desmodium racemosum pubescens,도둑놈의갈고리,Variety,Ready(Synonym),,,,,,,
1013828,Desmodium racemosum mandshuricum,애기도둑놈의갈고리,Variety,Ready(Synonym),,,,,,,
1013829,Desmodium oxyphyllum mandshuricum,애기도둑놈의갈고리,Variety,Ready(Synonym),,,,,,,
1013830,Orobus vernus,,Species,Ready(Synonym),,,,,,,
1013831,Lespedeza juncea latifolia,넌출비수리,Variety,Ready(Synonym),,,,,,,
1013832,Lespedeza japonica var. intermedia f. retusa,풀싸리,Forma,Ready(Synonym),,,,,,,
1013833,Lespedeza ?,,Species,Ready(Synonym),,,,,,,
1013834,Cladrastis amurensis buergeri,개물푸레나무,Variety,Ready(Synonym),,,,,,,
1013835,Maackia amurensis stenocarpa,잔털다릅나무,Variety,Ready(Synonym),,,,,,,
1013836,Oxytropis mandshurica,,Species,Ready(Synonym),,,,,,,
1013837,Robinia pseudoacacia rectissima,아까시나무,Variety,Ready(Synonym),,,,,,,
1013838,Vicia cracca tenuifolia,가는등갈퀴,Subspecies,Ready(Synonym),,,,,,,
1013839,Vicia unijuga vesnusta,광양나비나물,Variety,Ready(Synonym),,,,,,,
1013840,Orobus venosus albiflorus,큰네잎갈퀴,Variety,Ready(Synonym),,,,,,,
1013841,Orobus venosus baicalensis,큰네잎갈퀴,Variety,Ready(Synonym),,,,,,,
1013842,Vicia venosa baicalensis,큰네잎갈퀴,Variety,Ready(Synonym),,,,,,,
1013843,Vicia venosa macrophylla,큰네잎갈퀴,Variety,Ready(Synonym),,,,,,,
1013844,Oxalis corniculata purpurea,괭이밥,Variety,Ready(Synonym),,,,,,,
1013845,Oxalis corniculata trichocaulon,괭이밥,Variety,Ready(Synonym),,,,,,,
1013846,Oxalis corniculata erecta,괭이밥,Forma,Ready(Synonym),,,,,,,
1013847,Xanthoxalis corniculata repens,괭이밥,Variety,Ready(Synonym),,,,,,,
1013848,Xanthoxalis corniculata var. repens f. purpurea,괭이밥,Forma,Ready(Synonym),,,,,,,
1013849,Geranium japonicum,,Species,Ready(Synonym),,,,,,,
1013850,Geranium sibiricum pallidum,흰이질풀,Forma,Ready(Synonym),,,,,,,
1013851,Geranium krameri iinumai,세잎쥐손이,Variety,Ready(Synonym),,,,,,,
1013852,Tribulus maximus,,Species,Ready(Synonym),,,,,,,
1013853,Linum usitatissimum crepitans,아마,Variety,Ready(Synonym),,,,,,,
1013854,Linum usitatissimum indehiscens,아마,Variety,Ready(Synonym),,,,,,,
1013855,Galarhoeus fischerianus,,Species,Ready(Synonym),,,,,,,
1013856,Galarhoeus lucorum glabrata,참대극,Variety,Ready(Synonym),,,,,,,
1013857,Mercurialis leiocarpa trichocarpa,산쪽풀,Variety,Ready(Synonym),,,,,,,
1013858,Phyllanthus simplex,,Species,Ready(Synonym),,,,,,,
1013859,Daphniphyllum macropodum humile,굴거리나무,Subspecies,Ready(Synonym),,,,,,,
1013860,Phellodendron amurense suberosum,황벽나무,Variety,Ready(Synonym),,,,,,,
1013861,Phellodendron amurense insulare,황벽나무,Forma,Ready(Synonym),,,,,,,
1013862,Zanthoxylum alatum planispinum,개산초,Variety,Ready(Synonym),,,,,,,
1013863,Fagara schinifolia subinermis,산초나무,Variety,Ready(Synonym),,,,,,,
1013864,Zanthoxylum bungei,,Species,Ready(Synonym),,,,,,,
1013865,Polygala sibirica stricta,두메애기풀,Variety,Ready(Synonym),,,,,,,
1013866,Polygala sibirica angustiflia,원지,Variety,Ready(Synonym),,,,,,,
1013867,Rhus succedanea himalaica,옻나무,Variety,Ready(Synonym),,,,,,,
1013868,Acer palmatum quinquelobum,단풍나무,Variety,Ready(Synonym),,,,,,,
1013869,Acer palmatum thunbergii,단풍나무,Variety,Ready(Synonym),,,,,,,
1013870,Acer roseomarginatum,,Species,Ready(Synonym),,,,,,,
1013871,Acer pictum albomaculatum,털고로쇠나무,Forma,Ready(Synonym),,,,,,,
1013872,Acer pictum ambiguum,털고로쇠나무,Variety,Ready(Synonym),,,,,,,
1013873,Acer pictum paxii,털고로쇠나무,Variety,Ready(Synonym),,,,,,,
1013874,Acer lobelii,,Species,Ready(Synonym),,,,,,,
1013875,Acer platanoides truncatum,털고로쇠나무,Subspecies,Ready(Synonym),,,,,,,
1013876,Acer mono marmoratum,털고로쇠나무,Forma,Ready(Synonym),,,,,,,
1013877,Acer mono albomaculatum,털고로쇠나무,Forma,Ready(Synonym),,,,,,,
1013878,Acer mono trichobasis,털고로쇠나무,Variety,Ready(Synonym),,,,,,,
1013879,Acer lobulatum,,Species,Ready(Synonym),,,,,,,
1013880,Acer hayatae,,Species,Ready(Synonym),,,,,,,
1013881,Acer mono acutissimum,고로쇠나무,Variety,Ready(Synonym),,,,,,,
1013882,Acer mono glabrum,고로쇠나무,Variety,Ready(Synonym),,,,,,,
1013883,Acer pseudosieboldianum languinosum,당단풍나무,Variety,Ready(Synonym),,,,,,,
1013884,Acer pseudosieboldianum microsieboldianum,당단풍나무,Variety,Ready(Synonym),,,,,,,
1013885,Acer tataticum,,Species,Ready(Synonym),,,,,,,
1013886,Acer ginnala jeonjuana,신나무,Forma,Ready(Synonym),,,,,,,
1013887,Acer lobelii truncatum,만주고로쇠,Subspecies,Ready(Synonym),,,,,,,
1013888,Acer truncatum platanoides,만주고로쇠,Variety,Ready(Synonym),,,,,,,
1013889,Acer cappadocicum truncatum,만주고로쇠,Subspecies,Ready(Synonym),,,,,,,
1013890,Acer lobulatum barbinerve,털만주고로쇠,Variety,Ready(Synonym),,,,,,,
1013891,Acer ukurunduense sachalinense,부게꽃나무,Variety,Ready(Synonym),,,,,,,
1013892,Meliosma myriantha stewardii,나도밤나무,Variety,Ready(Synonym),,,,,,,
1013893,Meliosma oldhamii sinensis,합다리나무,Variety,Ready(Synonym),,,,,,,
1013894,Ilex ?,,Species,Ready(Synonym),,,,,,,
1013895,Celastrus articulatus orbiculata,노박덩굴,Variety,Ready(Synonym),,,,,,,
1013896,Celastrus orbiculatus punctata,해변노박덩굴,Variety,Ready(Synonym),,,,,,,
1013897,Celastrus articulatus pubescens,털노박덩굴,Variety,Ready(Synonym),,,,,,,
1013898,Celastrus articulatus stephanotiifolius,털노박덩굴,Variety,Ready(Synonym),,,,,,,
1013899,Euonymus alatus pubescens,화살나무,Variety,Ready(Synonym),,,,,,,
1013900,Euonymus striatus pubescens,화살나무,Variety,Ready(Synonym),,,,,,,
1013901,Euonymus striatus rotundatus,화살나무,Variety,Ready(Synonym),,,,,,,
1013902,Euonymus alatus latifolia,화살나무,Variety,Ready(Synonym),,,,,,,
1013903,Euonymus striatus alata,화살나무,Subspecies,Ready(Synonym),,,,,,,
1013904,Euonymus striatus hirta,화살나무,Variety,Ready(Synonym),,,,,,,
1013905,Euonymus striatus pilosus,화살나무,Variety,Ready(Synonym),,,,,,,
1013906,Euonymus striatus subsp. alatus var. pilosus,화살나무,Variety,Ready(Synonym),,,,,,,
1013907,Euonymus alatus verus,화살나무,Variety,Ready(Synonym),,,,,,,
1013908,Euonymus striatus cornucarpus,화살나무,Variety,Ready(Synonym),,,,,,,
1013909,Euonymus alatus ciliato-dentatus,회잎나무,Forma,Ready(Synonym),,,,,,,
1013910,Euonymus striatus ciliato-dentatus,회잎나무,Forma,Ready(Synonym),,,,,,,
1013911,Euonymus alatus var. ciliato-dentatus f. compactus,회잎나무,Forma,Ready(Synonym),,,,,,,
1013912,Staphylea bumalda glabra,고추나무,Variety,Ready(Synonym),,,,,,,
1013913,Berchemia racemosa formosana,청사조,Variety,Ready(Synonym),,,,,,,
1013914,Hovenia dulcis tometnella,헛개나무,Variety,Ready(Synonym),,,,,,,
1013915,Hovenia dulcis koreana,헛개나무,Variety,Ready(Synonym),,,,,,,
1013916,Hovenia dulcis latifolia,헛개나무,Variety,Ready(Synonym),,,,,,,
1013917,Ziziphus vulgaris,,Species,Ready(Synonym),,,,,,,
1013918,Ziziphus sativa,,Species,Ready(Synonym),,,,,,,
1013919,Vitis heterophylla cordata,개머루,Variety,Ready(Synonym),,,,,,,
1013920,Vitis heterophylla maximowiczi,개머루,Variety,Ready(Synonym),,,,,,,
1013921,Vitis heterophylla elegans,개머루,Variety,Ready(Synonym),,,,,,,
1013922,Ampelopsis heterophylla amurensis,개머루,Variety,Ready(Synonym),,,,,,,
1013923,Ampelopsis heterophylla bungei,개머루,Variety,Ready(Synonym),,,,,,,
1013924,Ampelopsis heterophylla lavallei,개머루,Variety,Ready(Synonym),,,,,,,
1013925,Ampelopsis heterophylla elegans,개머루,Forma,Ready(Synonym),,,,,,,
1013926,Vitis heterophylla variegata,개머루,Variety,Ready(Synonym),,,,,,,
1013927,Vitis heterophylla tricolor,개머루,Variety,Ready(Synonym),,,,,,,
1013928,Ampelopsis brevipedunculata maximowiczi,개머루,Variety,Ready(Synonym),,,,,,,
1013929,Cissus tenuifolia,,Species,Ready(Synonym),,,,,,,
1013930,Vitis coignetii,,Species,Ready(Synonym),,,,,,,
1013931,Vitis vulpina parvifolia,새머루,Variety,Ready(Synonym),,,,,,,
1013932,Vitis flexuosa parvifolia,새머루,Forma,Ready(Synonym),,,,,,,
1013933,Vitis flexuosa chinensis,새머루,Variety,Ready(Synonym),,,,,,,
1013934,Vitis labrusca ficifolia,까마귀머루,Variety,Ready(Synonym),,,,,,,
1013935,Vitis ficifolia thunbergii,까마귀머루,Variety,Ready(Synonym),,,,,,,
1013936,Tilia amurensis oligantha,피나무,Variety,Ready(Synonym),,,,,,,
1013937,Tilia amurensis glabrata,피나무,Variety,Ready(Synonym),,,,,,,
1013938,Tilia amurensis kryloviana,피나무,Variety,Ready(Synonym),,,,,,,
1013939,Tilia amurensis polyantha,피나무,Forma,Ready(Synonym),,,,,,,
1013940,Tilia amurensis tricuspidata,피나무,Variety,Ready(Synonym),,,,,,,
1013941,Tilia amurensis koreana,연밥피나무,Variety,Ready(Synonym),,,,,,,
1013942,Tilia argentea,,Species,Ready(Synonym),,,,,,,
1013943,Tilia mandshurica villicarpa,찰피나무,Variety,Ready(Synonym),,,,,,,
1013944,Tilia mandshurica fusiformis,찰피나무,Variety,Ready(Synonym),,,,,,,
1013945,Firmeana simplex,,Species,Ready(Synonym),,,,,,,
1013946,Daphne genkwa taitoensis,팥꽃나무,Forma,Ready(Synonym),,,,,,,
1013947,Daphne odora fasciata,백서향,Variety,Ready(Synonym),,,,,,,
1013948,Daphne odora alba,서향,Variety,Ready(Synonym),,,,,,,
1013949,Daphne kiusiana odora,서향,Variety,Ready(Synonym),,,,,,,
1013950,Daphne odora leucantha,서향,Variety,Ready(Synonym),,,,,,,
1013951,Daphne odora marginata,서향,Forma,Ready(Synonym),,,,,,,
1013952,Daphne odora variengata,서향,Variety,Ready(Synonym),,,,,,,
1013953,Daphne odora rosacea,서향,Forma,Ready(Synonym),,,,,,,
1013954,Elaeagnus glabra crassifolia,보리장나무,Subspecies,Ready(Synonym),,,,,,,
1013955,Elaeagnus glabra lanceolata,보리장나무,Variety,Ready(Synonym),,,,,,,
1013956,Elaeagnus longipes multiflora,뜰보리수,Variety,Ready(Synonym),,,,,,,
1013957,Elaeagnus multiflora subsp. eumultiflora var. parvifolia,뜰보리수,Variety,Ready(Synonym),,,,,,,
1013958,Elaeagnus multiflora edulis,뜰보리수,Variety,Ready(Synonym),,,,,,,
1013959,Elaeagnus multiflora angustata,뜰보리수,Forma,Ready(Synonym),,,,,,,
1013960,Elaeagnus multiflora angustifolia,뜰보리수,Variety,Ready(Synonym),,,,,,,
1013961,Elaeagnus pungens variegate,통영볼레나무,Forma,Ready(Synonym),,,,,,,
1013962,Elaeagnus umbellata euumbellata,보리수나무,Subspecies,Ready(Synonym),,,,,,,
1013963,Elaeagnus umbellata subsp. euumbellata var. cylindrica,보리수나무,Variety,Ready(Synonym),,,,,,,
1013964,Elaeagnus umbellata subsp. euumbellata var. globosa,보리수나무,Variety,Ready(Synonym),,,,,,,
1013965,Elaeagnus crispa subcoriacea,보리수나무,Variety,Ready(Synonym),,,,,,,
